,Total_ED
Total_ED,1.0
Payer_Patient_Residence_State_NC,0.9999826237024316
Age_Group_years,0.9997465788345864
Race_Non_Hispanic,0.9995010957107779
"Payer_Patient_Disposition_Home,_self,_or_outpatient_care",0.9987376410770172
Payer_Medicaid,0.9946693152711102
Age_Group_or_more_years,0.9903840550681003
RUCC_2013,-0.988973504859386
Payer_Uninsured,0.9833145609420758
E_LIMENG,0.982282360989413
Payer_Medicare,0.9740841280767849
MP_MOBILE,-0.9706594906971969
MP_NOINT,-0.970397672591833
Race_African_American,0.9677736975194795
M_LIMENG,0.9646057046969215
Race_Ethnicity_Hispanic,0.9601822114750602
Race_Other_Race,0.958114125359611
MP_UNINSUR,-0.9578218520590759
CANCER_crude_prevalence,-0.9569420977956653
M_AGE65,-0.9390322338635606
E_AGE17,0.9389646256389111
E_UNINSUR,0.9388262933275214
E_HISP,0.9347214900528583
M_NOHSDP,0.9316080117075942
E_DISABL,0.9305853234578766
Payer_VA,0.9299956130157528
E_TOTPOP,0.9282972892212291
E_POV150,0.9269063363568663
AVG_MA_Enrollments_2023_FY,0.9267935225227291
Payer_Hospice,0.9246287891854708
UIC_2013,-0.9217231535536795
E_AGE65,0.9207152095142358
Race_Caucasian,0.9196497030401889
Payer_GA,0.9191862707021259
E_MINRTY,0.9190633103565163
E_HH,0.91866585543409
MP_UNEMP,-0.9157228497751507
BPMED_crude_prevalence,-0.9138553451127702
E_HU,0.9134234062184465
E_CROWD,0.9133721477226227
AVG_MC_Enrollees,0.912620766590635
E_NOINT,0.9094898812275247
E_SNGPNT,0.9064892899469299
M_UNEMP,0.9049652158149202
M_NOVEH,0.9048514823754028
M_UNINSUR,0.9033236812001191
M_CROWD,0.9026753732740602
M_POV150,0.9026107923942933
E_DAYPOP,0.9025893612059083
M_SNGPNT,0.9013212401654758
MP_NOHSDP,-0.8960451320471254
M_ASIAN,0.8928195162262397
E_UNEMP,0.8924323520320455
MP_HBURD,-0.8910927362701521
F_THEME2,0.8895520339353624
MP_POV150,-0.8887608984620989
Payer_Other,0.8884254158593786
EP_AGE65,-0.8878575302306754
F_AGE17,0.8865743408350517
MP_AGE65,-0.8865743408350514
Payer_TN,0.8849986299842784
MP_CROWD,-0.8845628077137032
E_NOVEH,0.8845208798373317
M_DISABL,0.878343402276481
E_HBURD,0.8756281604794276
Age_Group_Less_than_1_year,0.8744323212412148
EP_ASIAN,0.87088233268586
M_HU,0.8680856319781313
E_TWOMORE,0.8666109167261231
MP_DISABL,-0.8665321402650026
M_NOINT,0.8664937236123794
EPL_AGE17,0.8648340917111825
EP_AGE17,0.8572572732546615
Race_Unknown,0.8553349839788247
E_NOHSDP,0.8542844886748618
E_AFAM,0.8521029771883362
MDs_FamilyMed_2021,0.8509555675411673
MP_TWOMORE,-0.8505317660140098
Race_Asian/Pacific_Islander,0.8490010570026654
MDs_Pediatrics_2021,0.846904378211202
M_TWOMORE,0.8422219238122294
MDs_PrimaryCare_perCap_2021,0.8418352089277763
EP_HISP,0.8412583651197401
E_ASIAN,0.8393042271479054
EPL_AGE65,-0.8379657082354629
MDs_InternalMed_2021,0.8296715597358363
MDs_All_2021,0.8264157511081364
E_NHPI,0.8259243547607208
E_GROUPQ,0.8252168569595423
M_HBURD,0.8244354535746174
EPL_MOBILE,-0.8220891006234092
Payer_Other_government,0.8041254001643472
E_OTHERRACE,0.8029065133944095
Point_of_Origin_s_office,0.8015554583870683
